Airline,Date_of_Journey,Source,Destination,Route,Distance,via_1,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Flight_Category,market_share
Jet Airways,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,19:00,450,1 stop,No info,14714,High,0.092673869
Jet Airways,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:00,19:00,540,1 stop,In-flight meal not included,10262,High,0.092673869
Air India,18-06-19,Banglore,Delhi,BLR → DEL,1740,No,17:00,19:50,170,non-stop,No info,6961,Mid,0.002838052
IndiGo,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,17:30,1:30,480,1 stop,No info,6206,Low,0.012972695
Air India,15-03-19,Banglore,New Delhi,BLR → HYD → VGA → DEL,2117,HYD,8:15,22:55,880,2 stops,No info,7904,Mid,0.024396627
Jet Airways,27-06-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,19:10,12:35,1045,2 stops,No info,12819,High,0.092673869
Jet Airways,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,21:50,12:35,885,1 stop,In-flight meal not included,10262,High,0.092673869
IndiGo,21-04-19,Banglore,Delhi,BLR → DEL,1740,No,1:30,4:15,165,non-stop,No info,4591,Low,0.006068435
Jet Airways,24-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,9:40,12:35,1615,2 stops,In-flight meal not included,10368,High,0.092673869
Multiple carriers,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,19:15,730,1 stop,In-flight meal not included,11142,High,0.039017972
Air India,06-04-19,Delhi,Cochin,DEL → COK,2081,No,5:10,8:00,170,non-stop,No info,4729,Mid,0.002944092
Multiple carriers,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,13:00,1:30,750,1 stop,No info,9424,High,0.039017972
Multiple carriers,06-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,15:30,390,1 stop,In-flight meal not included,15136,High,0.042119816
Air India,18-05-19,Delhi,Cochin,DEL → HYD → BOM → COK,2945,HYD,17:15,7:40,865,2 stops,No info,12199,Mid,0.020984595
Jet Airways,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,4:25,1015,1 stop,In-flight meal not included,10262,High,0.092673869
IndiGo,03-04-19,Delhi,Cochin,DEL → COK,2081,No,14:20,17:35,195,non-stop,No info,4729,Low,0.0042969
SpiceJet,09-06-19,Kolkata,Banglore,CCU → BLR,1559,No,17:10,19:40,150,non-stop,No check-in baggage included,3841,Low,0.003905035
Jet Airways,18-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,9:20,865,1 stop,No info,14388,High,0.096462869
IndiGo,27-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,2:35,4:05,90,non-stop,No info,2754,Low,0.002158096
Air India,03-03-19,Banglore,New Delhi,BLR → BOM → NAG → DEL,2375,BOM,8:50,10:35,1545,2 stops,No info,12358,Mid,0.024396627
Air India,15-05-19,Kolkata,Banglore,CCU → BBI → HYD → BLR,2982,BBI,9:10,4:40,1170,2 stops,No info,6117,Mid,0.032907883
Jet Airways,24-05-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,5:30,4:25,1375,2 stops,No info,15129,High,0.055619755
Jet Airways,15-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,8:15,665,1 stop,No info,14388,High,0.096462869
Air India,24-06-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,12:30,9:25,1255,1 stop,No info,7480,Mid,0.029230629
Multiple carriers,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,6:00,12:35,395,1 stop,In-flight meal not included,10791,High,0.055466841
Jet Airways,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:05,4:25,1280,1 stop,No info,12452,High,0.040169935
IndiGo,21-05-19,Kolkata,Banglore,CCU → BBI → BLR,2842,BBI,19:55,23:50,235,1 stop,No info,4226,Low,0.008095207
Vistara,15-04-19,Banglore,Delhi,BLR → DEL,1740,No,21:00,23:50,170,non-stop,No info,5403,Mid,0.002563821
Multiple carriers,01-06-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,9:45,22:30,765,1 stop,No info,9646,High,0.055466841
Air Asia,03-06-19,Banglore,Delhi,BLR → DEL,1740,No,4:55,7:45,170,non-stop,No info,4282,Low,0.001082166
Multiple carriers,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:55,15:30,395,1 stop,No info,7845,High,0.042119816
IndiGo,21-03-19,Chennai,Kolkata,MAA → CCU,1366,No,19:35,21:55,140,non-stop,No info,3384,Low,0.003638946
IndiGo,06-05-19,Banglore,Delhi,BLR → DEL,1740,No,18:55,21:50,175,non-stop,No info,4823,Low,0.005391613
IndiGo,15-06-19,Chennai,Kolkata,MAA → CCU,1366,No,19:35,21:55,140,non-stop,No info,3597,Low,0.002733855
Multiple carriers,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,21:00,720,1 stop,No info,13587,High,0.055466841
Air Asia,03-03-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,16:45,7:10,865,1 stop,No info,13474,Low,0.001256711
IndiGo,21-03-19,Chennai,Kolkata,MAA → CCU,1366,No,13:20,15:35,135,non-stop,No info,3384,Low,0.003638946
Jet Airways,27-05-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,5:30,19:00,810,2 stops,No info,15129,High,0.055619755
Jet Airways,21-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,8:15,1545,1 stop,In-flight meal not included,8586,High,0.096462869
IndiGo,09-06-19,Banglore,Delhi,BLR → DEL,1740,No,23:30,2:20,170,non-stop,No info,4591,Low,0.005589388
Jet Airways,27-06-19,Delhi,Cochin,DEL → LKO → BOM → COK,2670,LKO,11:45,12:35,1490,2 stops,No info,13882,High,0.092673869
Multiple carriers,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,13:00,1:35,755,1 stop,No info,18286,High,0.042119816
Air Asia,15-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:35,19:25,710,1 stop,No info,5192,Low,0.003038993
Jet Airways,27-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,9:40,12:35,1615,2 stops,In-flight meal not included,11118,High,0.092673869
IndiGo,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,6:40,15:30,530,1 stop,No info,14871,Low,0.019701721
Air India,24-05-19,Kolkata,Banglore,CCU → DEL → AMD → BLR,3961,DEL,10:00,5:25,1165,2 stops,No info,15107,Mid,0.032907883
Air India,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:00,19:15,735,1 stop,No info,8669,Mid,0.029230629
GoAir,01-04-19,Kolkata,Banglore,CCU → AMD → BLR,3110,AMD,16:40,0:15,455,1 stop,No info,5171,Low,5.48E-05
Jet Airways,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,12:00,1170,1 stop,In-flight meal not included,8529,High,0.03720203
Jet Airways,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,23:05,4:25,320,1 stop,In-flight meal not included,7438,High,0.040169935
IndiGo,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,17:10,1:30,500,1 stop,No info,6206,Low,0.016803179
Air India,09-06-19,Banglore,Delhi,BLR → DEL,1740,No,17:00,19:45,165,non-stop,No info,7171,Mid,0.002838052
Jet Airways,09-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,9:35,14:25,1730,1 stop,No info,14151,High,0.03720203
Jet Airways,09-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,8:15,800,1 stop,No info,14939,High,0.03720203
Jet Airways,01-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,11:40,11:25,1425,1 stop,No info,25735,High,0.066758984
Jet Airways,12-06-19,Delhi,Cochin,DEL → LKO → BOM → COK,2670,LKO,9:25,4:25,1140,2 stops,No info,13882,High,0.092673869
Vistara,18-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:20,18:50,1350,1 stop,No info,9555,Mid,0.009582484
IndiGo,27-04-19,Kolkata,Banglore,CCU → BLR,1559,No,20:20,22:55,155,non-stop,No info,4804,Low,0.005137245
Vistara,15-03-19,Chennai,Kolkata,MAA → CCU,1366,No,7:05,9:20,135,non-stop,No info,6627,Mid,0.000463483
Jet Airways,12-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,12:00,330,1 stop,In-flight meal not included,8586,High,0.096462869
IndiGo,09-05-19,Kolkata,Banglore,CCU → BLR,1559,No,22:15,0:50,155,non-stop,No info,4804,Low,0.008095207
Air India,01-03-19,Banglore,New Delhi,BLR → BOM → AMD → DEL,2209,BOM,8:50,23:55,2345,2 stops,No info,17135,Mid,0.024396627
Jet Airways,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:00,19:00,540,1 stop,No info,15554,High,0.055619755
IndiGo,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:30,21:00,750,1 stop,No info,6838,Low,0.012972695
IndiGo,03-03-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,7:35,12:00,265,1 stop,No info,8258,Low,0.019701721
GoAir,06-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:25,19:20,535,1 stop,No info,8213,Low,0.001261391
Multiple carriers,06-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:00,19:00,720,1 stop,No info,12192,High,0.055466841
Multiple carriers,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:00,19:15,555,1 stop,No info,14848,High,0.055466841
IndiGo,21-03-19,Kolkata,Banglore,CCU → BLR,1559,No,15:10,17:45,155,non-stop,No info,4148,Low,0.00489338
Jet Airways,06-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,20:00,12:00,960,1 stop,In-flight meal not included,10844,High,0.03720203
Jet Airways,18-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,22:35,1660,1 stop,In-flight meal not included,10844,High,0.096462869
Multiple carriers,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:00,1:30,390,1 stop,No info,6795,High,0.055466841
Jet Airways,15-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,4:40,730,1 stop,No info,14781,High,0.096462869
IndiGo,27-06-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,7:15,12:30,315,1 stop,No info,6582,Low,0.016803179
SpiceJet,24-04-19,Banglore,Delhi,BLR → DEL,1740,No,9:30,12:20,170,non-stop,No check-in baggage included,3919,Low,0.002278387
Multiple carriers,27-06-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,9:45,22:30,765,1 stop,No info,9646,High,0.055466841
SpiceJet,01-03-19,Banglore,New Delhi,BLR → HYD → DEL,1720,HYD,15:35,23:40,485,1 stop,1 Long layover,7744,Low,0.002740599
Jet Airways,06-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,9:40,12:35,1615,2 stops,In-flight meal not included,11733,High,0.092673869
Jet Airways,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,4:25,1165,1 stop,In-flight meal not included,10262,High,0.092673869
Jet Airways,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,5:45,12:15,390,1 stop,No info,17524,High,0.066758984
SpiceJet,09-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,22:45,0:10,85,non-stop,No info,3603,Low,0.001137489
Multiple carriers,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,19:15,705,1 stop,No info,7564,High,0.039017972
Multiple carriers,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:20,21:00,640,1 stop,No info,7005,High,0.055466841
IndiGo,03-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:10,1:35,985,1 stop,No info,14871,Low,0.019701721
Air Asia,18-04-19,Banglore,Delhi,BLR → DEL,1740,No,4:55,7:45,170,non-stop,No info,4282,Low,0.000953288
Jet Airways,27-05-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,23:05,12:35,810,2 stops,No info,15129,High,0.055619755
Air Asia,24-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,16:45,22:25,340,1 stop,No info,6752,Low,0.003236609
Air India,21-05-19,Delhi,Cochin,DEL → COK,2081,No,14:05,17:55,230,non-stop,No info,6094,Mid,0.020984595
IndiGo,01-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,16:55,18:25,90,non-stop,No info,3175,Low,0.002190093
Multiple carriers,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:45,19:15,630,1 stop,No info,8266,High,0.055466841
GoAir,12-04-19,Banglore,Delhi,BLR → DEL,1740,No,20:55,23:40,165,non-stop,No info,6722,Low,0.001114364
SpiceJet,24-06-19,Kolkata,Banglore,CCU → BLR,1559,No,6:55,9:30,155,non-stop,No info,3873,Low,0.003905035
Air India,03-04-19,Mumbai,Hyderabad,BOM → HYD,622,No,13:55,15:25,90,non-stop,No info,2575,Mid,0.000179733
Multiple carriers,21-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,6:40,19:15,755,1 stop,No info,7787,High,0.039017972
IndiGo,03-03-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,2:00,7:45,345,1 stop,No info,9257,Low,0.019701721
Jet Airways,12-05-19,Banglore,Delhi,BLR → DEL,1740,No,18:55,22:00,185,non-stop,In-flight meal not included,4030,High,0.007989665
SpiceJet,03-05-19,Banglore,Delhi,BLR → DEL,1740,No,21:10,0:05,175,non-stop,No info,4991,Low,0.001911711
IndiGo,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,13:20,350,1 stop,No info,9861,Low,0.019701721
IndiGo,15-03-19,Banglore,New Delhi,BLR → NAG → DEL,1777,NAG,16:50,21:35,285,1 stop,No info,10406,Low,0.011442832
Jet Airways,09-06-19,Banglore,Delhi,BLR → DEL,1740,No,15:15,18:10,175,non-stop,In-flight meal not included,7229,High,0.009650841
Multiple carriers,15-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:45,21:00,735,1 stop,No info,7670,High,0.039017972
Jet Airways,24-06-19,Delhi,Cochin,DEL → ATQ → BOM → COK,2877,ATQ,20:00,4:25,505,2 stops,No info,14300,High,0.092673869
Vistara,15-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:10,10:45,1655,1 stop,No info,8452,Mid,0.009582484
SpiceJet,06-04-19,Kolkata,Banglore,CCU → BLR,1559,No,14:55,17:25,150,non-stop,No info,3873,Low,0.003339504
SpiceJet,09-06-19,Kolkata,Banglore,CCU → PNQ → BLR,2554,PNQ,8:35,17:15,520,1 stop,No info,6853,Low,0.003905035
Jet Airways,06-04-19,Banglore,Delhi,BLR → DEL,1740,No,11:10,14:05,175,non-stop,No info,7229,High,0.007482835
Jet Airways,15-04-19,Banglore,Delhi,BLR → DEL,1740,No,19:50,22:50,180,non-stop,No info,7229,High,0.007482835
Jet Airways,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:15,12:35,1040,1 stop,No info,14714,High,0.092673869
IndiGo,12-06-19,Kolkata,Banglore,CCU → BLR,1559,No,17:15,19:50,155,non-stop,No info,4804,Low,0.005787152
IndiGo,09-05-19,Kolkata,Banglore,CCU → PAT → BLR,2189,PAT,9:20,14:15,295,1 stop,No info,11465,Low,0.008095207
IndiGo,21-04-19,Banglore,Delhi,BLR → DEL,1740,No,23:30,2:20,170,non-stop,No info,4591,Low,0.006068435
IndiGo,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:15,1:30,975,1 stop,No info,6628,Low,0.016803179
IndiGo,06-03-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,2:00,7:45,345,1 stop,No info,8025,Low,0.019701721
Air Asia,12-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,7:55,15:45,470,1 stop,No info,6152,Low,0.003236609
IndiGo,03-04-19,Banglore,Delhi,BLR → DEL,1740,No,10:10,13:00,170,non-stop,No info,3943,Low,0.006068435
Vistara,06-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,7:10,10:45,1655,1 stop,No info,9187,Mid,0.004067785
Vistara,21-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:20,10:45,865,1 stop,No info,9187,Mid,0.009582484
Multiple carriers,06-03-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,9:45,16:10,385,1 stop,No info,10276,High,0.042119816
Multiple carriers,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,3:50,19:00,910,1 stop,No info,12192,High,0.055466841
Air Asia,24-03-19,Kolkata,Banglore,CCU → BBI → BLR,2842,BBI,19:55,23:30,215,1 stop,No info,5554,Low,0.001443527
Air India,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:00,19:15,735,1 stop,No info,6377,Mid,0.021058997
IndiGo,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,20:30,1:35,305,1 stop,No info,6232,Low,0.019701721
IndiGo,09-05-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,5:10,10:05,295,1 stop,No info,6496,Low,0.012972695
IndiGo,24-06-19,Banglore,Delhi,BLR → DEL,1740,No,18:15,21:20,185,non-stop,No info,4823,Low,0.005589388
IndiGo,06-06-19,Kolkata,Banglore,CCU → BBI → BLR,2842,BBI,19:35,23:15,220,1 stop,No info,6116,Low,0.005787152
Jet Airways,09-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,20:00,18:15,1335,1 stop,In-flight meal not included,7757,High,0.096462869
Multiple carriers,21-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:45,19:15,630,1 stop,No info,8266,High,0.039017972
SpiceJet,21-05-19,Kolkata,Banglore,CCU → BLR,1559,No,6:55,9:30,155,non-stop,No info,3873,Low,0.004804334
Jet Airways,15-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,10:05,775,1 stop,In-flight meal not included,11841,High,0.096462869
IndiGo,24-05-19,Kolkata,Banglore,CCU → BLR,1559,No,15:30,18:05,155,non-stop,No info,4804,Low,0.008095207
IndiGo,01-06-19,Banglore,Delhi,BLR → DEL,1740,No,10:10,13:00,170,non-stop,No info,3943,Low,0.005589388
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,19:15,465,1 stop,No info,15898,High,0.039017972
Jet Airways,15-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,21:05,1685,1 stop,No info,14151,High,0.096462869
Jet Airways,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,16:00,4:25,745,1 stop,In-flight meal not included,10577,High,0.092673869
Air India,03-04-19,Banglore,Delhi,BLR → DEL,1740,No,6:10,8:55,165,non-stop,No info,4441,Mid,0.002403422
Jet Airways,06-04-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,12:35,1505,1 stop,In-flight meal not included,5177,High,0.003787518
Air India,01-04-19,Kolkata,Banglore,CCU → BLR,1559,No,20:45,23:20,155,non-stop,No info,4460,Mid,0.004157444
Multiple carriers,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:00,21:00,780,1 stop,No info,13727,High,0.039017972
Jet Airways,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,16:00,12:35,1235,1 stop,No info,14714,High,0.092673869
Jet Airways,06-06-19,Delhi,Cochin,DEL → IDR → BOM → COK,2240,IDR,21:25,19:00,1295,2 stops,In-flight meal not included,10588,High,0.092673869
Jet Airways,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,18:50,590,1 stop,In-flight meal not included,7438,High,0.040169935
Air India,06-03-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,20:40,9:25,765,1 stop,No info,12677,Mid,0.021058997
Jet Airways,06-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,18:15,19:00,1485,1 stop,No info,14714,High,0.092673869
IndiGo,24-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,12:00,13:30,90,non-stop,No info,2754,Low,0.002158096
IndiGo,21-03-19,Delhi,Cochin,DEL → HYD → MAA → COK,2453,HYD,7:35,21:20,825,2 stops,No info,6494,Low,0.019701721
IndiGo,15-03-19,Banglore,New Delhi,BLR → HYD → DEL,1720,HYD,16:15,20:35,260,1 stop,No info,5607,Low,0.011442832
Jet Airways,01-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,22:50,21:20,1350,1 stop,No info,25735,High,0.066758984
IndiGo,03-05-19,Banglore,Delhi,BLR → DEL,1740,No,7:10,10:05,175,non-stop,No info,4823,Low,0.005391613
Air India,21-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,21:05,22:25,80,non-stop,No info,2050,Mid,0.006809644
Air India,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,8:50,23:15,865,1 stop,No info,12127,Mid,0.024396627
Multiple carriers,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,18:15,1:30,435,1 stop,No info,13377,High,0.055466841
Jet Airways,06-05-19,Banglore,Delhi,BLR → DEL,1740,No,19:50,22:50,180,non-stop,No info,7229,High,0.007989665
Vistara,24-04-19,Delhi,Cochin,DEL → COK,2081,No,6:00,9:10,190,non-stop,No info,6216,Mid,0.000713965
Air India,09-06-19,Delhi,Cochin,DEL → COK,2081,No,18:05,21:10,185,non-stop,No info,8456,Mid,0.029230629
Jet Airways,18-05-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,19:10,12:35,1045,2 stops,No info,15129,High,0.055619755
Jet Airways,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,16:55,7:40,885,1 stop,No info,13817,High,0.066758984
GoAir,06-05-19,Delhi,Cochin,DEL → AMD → COK,2414,AMD,7:25,13:35,370,1 stop,No info,6296,Low,0.001033037
Air India,21-03-19,Kolkata,Banglore,CCU → BLR,1559,No,14:15,16:45,150,non-stop,No info,5170,Mid,0.005310371
SpiceJet,24-05-19,Banglore,Delhi,BLR → DEL,1740,No,21:10,0:05,175,non-stop,No check-in baggage included,3919,Low,0.001911711
IndiGo,03-04-19,Banglore,Delhi,BLR → DEL,1740,No,7:10,10:05,175,non-stop,No info,4823,Low,0.006068435
Jet Airways,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:00,4:25,1105,1 stop,In-flight meal not included,10262,High,0.092673869
Jet Airways,09-06-19,Delhi,Cochin,DEL → LKO → BOM → COK,2670,LKO,14:05,12:35,1350,2 stops,No info,13882,High,0.092673869
Multiple carriers,06-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,13:00,21:00,480,1 stop,No info,13587,High,0.055466841
Jet Airways,09-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,0:20,4:25,1685,1 stop,In-flight meal not included,11848,High,0.040169935
Air India,06-03-19,Mumbai,Hyderabad,BOM → DEL → HYD,2669,DEL,10:00,23:45,825,1 stop,No info,11678,Mid,0.006809644
IndiGo,18-05-19,Banglore,Delhi,BLR → DEL,1740,No,18:25,21:20,175,non-stop,No info,4823,Low,0.005391613
SpiceJet,15-04-19,Banglore,Delhi,BLR → DEL,1740,No,21:10,0:05,175,non-stop,No check-in baggage included,3919,Low,0.002278387
Vistara,12-06-19,Chennai,Kolkata,MAA → CCU,1366,No,17:45,20:05,140,non-stop,No info,11982,Mid,0.001620009
Jet Airways,01-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,9:35,18:00,505,1 stop,In-flight meal not included,10703,High,0.096462869
Jet Airways,18-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,23:35,1720,1 stop,In-flight meal not included,10844,High,0.096462869
Jet Airways,15-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,19:50,1495,1 stop,In-flight meal not included,10844,High,0.096462869
IndiGo,27-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,16:55,18:25,90,non-stop,No info,3175,Low,0.002158096
Air India,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:00,19:15,675,1 stop,No info,9929,Mid,0.029230629
Jet Airways,06-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,14:05,19:10,305,1 stop,No info,19225,High,0.066758984
SpiceJet,24-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,5:45,7:15,90,non-stop,No info,2017,Low,0.00100085
Jet Airways,21-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,11:40,12:15,1475,1 stop,In-flight meal not included,7832,High,0.066758984
Jet Airways,01-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,9:20,1610,1 stop,In-flight meal not included,9663,High,0.096462869
Multiple carriers,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:40,21:00,560,1 stop,No info,7005,High,0.055466841
IndiGo,12-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,2:35,4:05,90,non-stop,No info,3175,Low,0.002190093
